Geography,product,unit,carbon footprint in kg CO2e,Source of information
USA,"DVD software---Autodesk, Inc.",unit,14.11,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"DVD software (1 DVD)---Autodesk, Inc.",unit,14.11,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"USB Software---Autodesk, Inc.",unit,268.82,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"USB software---Autodesk, Inc.",unit,269.41,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"USB software---Autodesk, Inc.",unit,269.41,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"DVD software (2 DVDs)---Autodesk, Inc.",unit,9.2,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Spain,Filtro 26 WS---Miquel Y Costas,unit,3,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
United Kingdom,Dell Laptop---MITIE Group,unit,137.93,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
United Kingdom,"Kimberley-Clark toilet tissue, 10,000 sheets---MITIE Group",unit,4.76,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Paraformaldehyde---Mitsubishi Gas Chemical Company, Inc.",unit,0.4,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Methacrylic acid---Mitsubishi Gas Chemical Company, Inc.",unit,3.55,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Hydrogen peroxide---Mitsubishi Gas Chemical Company, Inc.",unit,0.2,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Amines---Mitsubishi Gas Chemical Company, Inc.",unit,0.89,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Peroxides---Mitsubishi Gas Chemical Company, Inc.",unit,1.68,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Super-pure hydrogen peroxide---Mitsubishi Gas Chemical Company, Inc.",unit,0.36,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"ELM---Mitsubishi Gas Chemical Company, Inc.",unit,0.87,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"TCDE---Mitsubishi Gas Chemical Company, Inc.",unit,8.26,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,"Zinc Oxide---Mitsui Mining & Smelting Co., Ltd.",unit,0.28,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,500ml Coors Light brewed in the UK (steal can) CO2e expressed in CO2e/ hl---Molson Coors Brewing Company,unit,0.31,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"Carling brewed in the UK, 24 440ml cans in 4 packs---Molson Coors Brewing Company",unit,0.25,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"Carling brewed in the UK, 24 440ml cans in 4 packs---Molson Coors Brewing Company",unit,0.26,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"Carling brewed in the UK, 24 568ml cans in 4 packs---Molson Coors Brewing Company",unit,0.13,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"Carling brewed in the UK, 24 568ml cans in 4 packs---Molson Coors Brewing Company",unit,0.13,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
USA,"Coors Light brewed in the UK, 24 500ml cans in 4 packs---Molson Coors Brewing Company",unit,0.27,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,Server---NEC Corporation,unit,82.99,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,Broadband Routers---NEC Corporation,unit,68.63,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,Mobile Network Equipment---NEC Corporation,unit,532.83,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,"1 dl cup of spray dried soluble Nescafé coffee ready to be drunk, at the consumer’s home---Nestlé",unit,0.7,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,Nescafé soluble coffee---Nestlé,unit,0.32,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,Nescafé soluble coffee---Nestlé,unit,0.32,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,Nescafé soluble coffee---Nestlé,unit,0.43,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,"EcoShape  bottle of water (0.5 L): Serving of 500 ml of hydration to the consumer. The study examines the extraction and processing of all upstream raw materials to produce the products and packaging components; the manufacturing process; distribution logistics; product use and packaging disposal. The work has been conducted using the Ecoinvent database and SimaPro software.  Climate change impacts are measured in kg CO2 equivalents, following the IPCC’s most recent methodology).  Scenario evaluations have been used to examine the importance of several variables in the product comparison. These include a range of possible consumer behaviours regarding the use of the products, such as conditions of refrigeration, washing of glasses, and disposal routes for packaging, among others.---Nestlé",unit,0.26,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,EcoShape  bottle of water (0.5 L)---Nestlé,unit,0.26,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,EcoShape bottle of water (0.5 L)---Nestlé,unit,0.26,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,EcoShape bottle of water (0.5 L)---Nestlé,unit,0.26,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e per unit provided [in this report] is the figure for France as it is not possible to list all three data in one cell. Please find detail by country and life cycle stages in questiom SM3.2.b---Nestlé",unit,9.2,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e per unit provided [in this report] is the figure for France as it is not possible to list all three data in one cell. Please find detail by country and life cycle stages in questiom SM3.2.b---Nestlé",unit,7.15,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Switzerland,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e per unit provided [in this report] is the figure for France as it is not possible to list all three data in one cell. Please find detail by country and life cycle stages in questiom SM3.2.b---Nestlé",unit,6.25,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Finland,Average mobile phone---Nokia Group,unit,55.05,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Finland,Mobile phone---Nokia Group,unit,55.05,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Finland,"Nokia Lumia 800. Nokia's high end smart phone, mass = 142 g including battery.---Nokia Group",unit,112.68,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Finland,"Nokia Asha 300. Nokia's low end device, mass = 85 g incluging battery.---Nokia Group",unit,94.12,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,ECU---OMRON Corporation,unit,7.08,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
Japan,Laser radar---OMRON Corporation,unit,64.33,"Meinrenken, Christoph J., Daniel Chen, Ricardo A. Esparza, Venkat Iyer, Sally P. Paridis, Aruna Prasad, and Erika Whillas. ""The Carbon Catalogue, carbon footprints of 866 commercial products from 8 industry sectors and 5 continents."" Scientific Data 9, no. 1 (2022): 87."
